"Provider"	"EventID"	"#"	"ValueHEX"	"ValueDEC"	"Name"	"Displayname"
"Microsoft-Windows-WebIO"	"901"	"3"	"0x8000004000000001"	"-9223372036854775808, 274877906944, 1, "	", Keyword.CONFIGURATION, Keyword.API, "	", CONFIGURATION, API, "
"Microsoft-Windows-NetworkProvisioning"	"9001"	"3"	"0x8000004000000002"	"-9223372036854775808, 274877906944, 2, "	", ut:Configuration, XmlProcessing, "	", , , "
"Microsoft-Windows-NetworkProvisioning"	"9100"	"3"	"0x8000004000000004"	"-9223372036854775808, 274877906944, 4, "	", ut:Configuration, Purge, "	", , , "
"Microsoft-Windows-TCPIP"	"1144"	"3"	"0x8000004000000010"	"-9223372036854775808, 274877906944, 16, "	", ut:Configuration, ut:TcpipInterface, "	", , , "
"Microsoft-Windows-TCPIP"	"1147"	"4"	"0x80000040000000a0"	"-9223372036854775808, 274877906944, 128, 32, "	", ut:Configuration, ut:TcpipDiagnosis, ut:TcpipRoute, "	", , , , "
"Microsoft-Windows-TCPIP"	"1105"	"4"	"0x8000004000000404"	"-9223372036854775808, 274877906944, 1024, 4, "	", ut:Configuration, ut:Endpoint, ut:TcpipTcb, "	", , , , "
"Microsoft-Windows-WWAN-SVC-EVENTS"	"2007"	"3"	"0x8000004800000000"	"-9223372036854775808, 274877906944, 34359738368, "	", ut:Configuration, ut:L2ConnectPath, "	", , , "
"Microsoft-Windows-TCPIP"	"1405"	"2"	"0x8000008000000000"	"-9223372036854775808, 549755813888, "	", ut:Global, "	", , "
"Microsoft-Windows-NDIS"	"10029"	"3"	"0x8000008000000004"	"-9223372036854775808, 549755813888, 4, "	", ut:Global, Init, "	", , , "
"Microsoft-Windows-NDIS"	"10070"	"3"	"0x8000008000000008"	"-9223372036854775808, 549755813888, 8, "	", ut:Global, Bind, "	", , , "
"Microsoft-Windows-TCPIP"	"1137"	"3"	"0x8000008000000010"	"-9223372036854775808, 549755813888, 16, "	", ut:Global, ut:TcpipInterface, "	", , , "
"Microsoft-Windows-TCPIP"	"1063"	"3"	"0x8000008000000080"	"-9223372036854775808, 549755813888, 128, "	", ut:Global, ut:TcpipDiagnosis, "	", , , "
"Microsoft-Windows-TCPIP"	"1202"	"4"	"0x8000008000000090"	"-9223372036854775808, 549755813888, 128, 16, "	", ut:Global, ut:TcpipDiagnosis, ut:TcpipInterface, "	", , , , "
"Microsoft-Windows-TCPIP"	"1452"	"4"	"0x80000080000000a0"	"-9223372036854775808, 549755813888, 128, 32, "	", ut:Global, ut:TcpipDiagnosis, ut:TcpipRoute, "	", , , , "
"Microsoft-Windows-TCPIP"	"1233"	"4"	"0x8000008000000880"	"-9223372036854775808, 549755813888, 2048, 128, "	", ut:Global, ut:Rss, ut:TcpipDiagnosis, "	", , , , "
"Microsoft-Windows-TCPIP"	"1241"	"5"	"0x8000008000000890"	"-9223372036854775808, 549755813888, 2048, 128, 16, "	", ut:Global, ut:Rss, ut:TcpipDiagnosis, ut:TcpipInterface, "	", , , , , "
"Microsoft-Windows-TCPIP"	"1313"	"4"	"0x8000008000002010"	"-9223372036854775808, 549755813888, 8192, 16, "	", ut:Global, ut:TcpipCsDiag, ut:TcpipInterface, "	", , , , "
"Microsoft-Windows-TCPIP"	"1106"	"5"	"0x8000008000002090"	"-9223372036854775808, 549755813888, 8192, 128, 16, "	", ut:Global, ut:TcpipCsDiag, ut:TcpipDiagnosis, ut:TcpipInterface, "	", , , , , "
"Microsoft-Windows-TCPIP"	"1310"	"3"	"0x8000008400000000"	"-9223372036854775808, 549755813888, 17179869184, "	", ut:Global, ut:ConnectPath, "	", , , "
"Microsoft-Windows-TCPIP"	"1309"	"4"	"0x8000008400002000"	"-9223372036854775808, 549755813888, 17179869184, 8192, "	", ut:Global, ut:ConnectPath, ut:TcpipCsDiag, "	", , , , "
"Microsoft-Windows-TCPIP"	"1113"	"4"	"0x800000c000000004"	"-9223372036854775808, 549755813888, 274877906944, 4, "	", ut:Global, ut:Configuration, ut:TcpipTcb, "	", , , , "
"Microsoft-Windows-TCPIP"	"1110"	"4"	"0x800000c000000080"	"-9223372036854775808, 549755813888, 274877906944, 128, "	", ut:Global, ut:Configuration, ut:TcpipDiagnosis, "	", , , , "
"Microsoft-Windows-Winsock-AFD"	"34"	"2"	"0x8000010000000000"	"-9223372036854775808, 1099511627776, "	", ut:Dropped, "	", , "
"Microsoft-Windows-Winsock-AFD"	"1033"	"3"	"0x8000010000000004"	"-9223372036854775808, 1099511627776, 4, "	", ut:Dropped, AFD_KW_SOURCE_WINSOCK, "	", , Winsock initiated event, "
"Microsoft-Windows-WinNat"	"1030"	"3"	"0x8000010000000010"	"-9223372036854775808, 1099511627776, 16, "	", ut:Dropped, ut:NatDrop, "	", , , "
"Microsoft-Windows-TCPIP"	"1423"	"3"	"0x8000010000000080"	"-9223372036854775808, 1099511627776, 128, "	", ut:Dropped, ut:TcpipDiagnosis, "	", , , "
"Microsoft-Windows-TCPIP"	"1190"	"4"	"0x8000010200000080"	"-9223372036854775808, 1099511627776, 8589934592, 128, "	", ut:Dropped, ut:ReceivePath, ut:TcpipDiagnosis, "	", , , , "
"Microsoft-Windows-TCPIP"	"1058"	"4"	"0x8000018000000080"	"-9223372036854775808, 1099511627776, 549755813888, 128, "	", ut:Dropped, ut:Global, ut:TcpipDiagnosis, "	", , , , "
"Microsoft-Windows-TCPIP"	"1214"	"5"	"0x8000018200000080"	"-9223372036854775808, 1099511627776, 549755813888, 8589934592, 128, "	", ut:Dropped, ut:Global, ut:ReceivePath, ut:TcpipDiagnosis, "	", , , , , "
"Microsoft-Windows-TCPIP"	"1215"	"6"	"0x8000018300000080"	"-9223372036854775808, 1099511627776, 549755813888, 8589934592, 4294967296, 128, "	", ut:Dropped, ut:Global, ut:ReceivePath, ut:SendPath, ut:TcpipDiagnosis, "	", , , , , , "
"Microsoft-Windows Networking VPN Plugin Platform"	"2006"	"2"	"0x8000020000000000"	"-9223372036854775808, 2199023255552, "	", ut:PiiPresent, "	", , "
"Microsoft-Windows-HttpLog"	"1"	"3"	"0x8000020000000001"	"-9223372036854775808, 2199023255552, 1, "	", HTTP_KEYWORD_LOG_PII_PRESENT, HTTP_KEYWORD_LOG_RESPONSE, "	", Flagged on all HTTP events dealing with potential personally identifiable information, Flagged on all HTTP transactions, "
"Microsoft-Windows-WebIO"	"111"	"3"	"0x8000020100000000"	"-9223372036854775808, 2199023255552, 4294967296, "	", Keyword.PII_PRESENT, Keyword.SEND, "	", PII_PRESENT, SEND, "
"Microsoft-Windows-WebIO"	"101"	"3"	"0x8000020200000000"	"-9223372036854775808, 2199023255552, 8589934592, "	", Keyword.PII_PRESENT, Keyword.RECEIVE, "	", PII_PRESENT, RECEIVE, "
"Microsoft-Windows-NdisImPlatformEventProvider"	"22"	"3"	"0x8000050000000000"	"-9223372036854775808, 4398046511104, 1099511627776, "	", ut:Packet, ut:Dropped, "	", , , "
"Microsoft-Windows-WinINet-Capture"	"2001"	"4"	"0x8000060100000000"	"-9223372036854775808, 4398046511104, 2199023255552, 4294967296, "	", WININET_KEYWORD_PACKET, WININET_KEYWORD_PII_PRESENT, WININET_KEYWORD_SEND, "	", Flagged on all WinINet events dealing with packet capture, Flagged on all WinINet events dealing with potential personally identifiable information, Flagged on all WinINet events dealing with sending packet capture , "
"Microsoft-Windows-WinINet-Capture"	"2003"	"4"	"0x8000060200000000"	"-9223372036854775808, 4398046511104, 2199023255552, 8589934592, "	", WININET_KEYWORD_PACKET, WININET_KEYWORD_PII_PRESENT, WININET_KEYWORD_RECEIVE, "	", Flagged on all WinINet events dealing with packet capture, Flagged on all WinINet events dealing with potential personally identifiable information, Flagged on all WinINet events dealing with receiving packet capture, "
"Microsoft-Windows-Kernel-Boot"	"16"	"2"	"0x8000080000000000"	"-9223372036854775808, 8796093022208, "	", LOG_TO_BOOTSTAT, "	", , "
"Microsoft-Windows-TCPIP"	"1441"	"3"	"0x8000080000100000"	"-9223372036854775808, 8796093022208, 1048576, "	", ut:Address, ut:NsiNotification, "	", , , "
"Microsoft-Windows-TCPIP"	"1139"	"3"	"0x8000088000000000"	"-9223372036854775808, 8796093022208, 549755813888, "	", ut:Address, ut:Global, "	", , , "
"Microsoft-Windows-TCPIP"	"1128"	"4"	"0x8000088000000080"	"-9223372036854775808, 8796093022208, 549755813888, 128, "	", ut:Address, ut:Global, ut:TcpipDiagnosis, "	", , , , "
"Microsoft-Windows-TCPIP"	"1114"	"4"	"0x8000088000002000"	"-9223372036854775808, 8796093022208, 549755813888, 8192, "	", ut:Address, ut:Global, ut:TcpipCsDiag, "	", , , , "
"Microsoft-Windows-TCPIP"	"1127"	"5"	"0x8000088000002080"	"-9223372036854775808, 8796093022208, 549755813888, 8192, 128, "	", ut:Address, ut:Global, ut:TcpipCsDiag, ut:TcpipDiagnosis, "	", , , , , "
"Microsoft-Windows-Store"	"8000"	"2"	"0x8000100000000000"	"-9223372036854775808, 17592186044416, "	", Messages, "	", , "
"Microsoft-Windows-WWAN-SVC-EVENTS"	"10081"	"2"	"0x8000200000000000"	"-9223372036854775808, 35184372088832, "	", ut:StateTransition, "	", , "
"Microsoft-Windows-NlaSvc"	"4001"	"3"	"0x8000200000000001"	"-9223372036854775808, 35184372088832, 1, "	", ut:StateTransition, Identification, "	", , , "
"Microsoft-Windows-Immersive-Shell"	"2482"	"3"	"0x8000200000000002"	"-9223372036854775808, 35184372088832, 2, "	", ms:Telemetry, PLMComponent, "	", , Process Lifetime Manager, "
"Microsoft-Windows-NCSI"	"4015"	"3"	"0x8000200000000020"	"-9223372036854775808, 35184372088832, 32, "	", ut:StateTransition, LwtDiagnostic, "	", , , "
"Microsoft-Windows-WWAN-SVC-EVENTS"	"10021"	"4"	"0x8000200000001020"	"-9223372036854775808, 35184372088832, 4096, 32, "	", ut:StateTransition, InterfaceEnum, LwtDiagnostic, "	", , , , "
"Microsoft-Windows-Winlogon"	"806"	"3"	"0x8000200000010000"	"-9223372036854775808, 35184372088832, 65536, "	", ms:Telemetry, PerfInstrumentation, "	", , , "
"Microsoft-Windows-Winlogon"	"801"	"4"	"0x8000200000090000"	"-9223372036854775808, 35184372088832, 524288, 65536, "	", ms:Telemetry, PerfTrackContext, PerfInstrumentation, "	", , , , "
"Microsoft-Windows-PushNotifications-Platform"	"1004"	"4"	"0x8000200000800100"	"-9223372036854775808, 35184372088832, 8388608, 256, "	", ms:Telemetry, wpntroubleshoot, wpnconn, "	", , WNP Transport Layer, Connection Manager, "
"Microsoft-Windows-Shell-Core"	"60751"	"4"	"0x8000200080010000"	"-9223372036854775808, 35184372088832, 2147483648, 65536, "	", ms:Telemetry, ActiveSetup, Shell, "	", , , , "
"Microsoft-Windows-WWAN-SVC-EVENTS"	"10031"	"3"	"0x8000200800000000"	"-9223372036854775808, 35184372088832, 34359738368, "	", ut:StateTransition, ut:L2ConnectPath, "	", , , "
"Microsoft-Windows-Hyper-V-Hypervisor"	"146"	"2"	"0x8000400000000000"	"-9223372036854775808, 70368744177664, "	", ms:Measures, "	", , "
"Microsoft-Windows-Diagnostics-Networking"	"3000"	"3"	"0x8000400000000001"	"-9223372036854775808, 70368744177664, 1, "	", ut:Diagnostic, ndf:NDFCoreEvents, "	", , Core Events, "
"Microsoft-Windows-Kernel-Power"	"41"	"3"	"0x8000400000000002"	"-9223372036854775808, 70368744177664, 2, "	", ms:Measures, po:Simple, "	", , , "
"Microsoft-Windows-Setup"	"2002"	"4"	"0x8000400000000003"	"-9223372036854775808, 70368744177664, 2, 1, "	", ms:Measures, keySysprep, keyPerformance, "	", , Sysprep, Performance, "
"Microsoft-Windows-AppReadiness"	"330"	"3"	"0x8000400000000004"	"-9223372036854775808, 70368744177664, 4, "	", ms:Measures, Tasks, "	", , , "
"Microsoft-Windows-WWAN-SVC-EVENTS"	"11102"	"4"	"0x8000400000000120"	"-9223372036854775808, 70368744177664, 256, 32, "	", HighLevelTriage, WwanOid, LwtDiagnostic, "	", , , , "
"Microsoft-Windows-Kernel-Power"	"109"	"4"	"0x8000400000000404"	"-9223372036854775808, 70368744177664, 1024, 4, "	", ms:Measures, po:DiagnosticLight, po:Diagnostic, "	", , , , "
"Microsoft-Windows-WWAN-SVC-EVENTS"	"12303"	"4"	"0x8000400000002020"	"-9223372036854775808, 70368744177664, 8192, 32, "	", HighLevelTriage, WwanUICC, LwtDiagnostic, "	", , , , "
"Microsoft-Windows-WWAN-SVC-EVENTS"	"12202"	"4"	"0x8000400000004020"	"-9223372036854775808, 70368744177664, 16384, 32, "	", HighLevelTriage, ContextLifeCycle, LwtDiagnostic, "	", , , , "
"Microsoft-Windows-WWAN-SVC-EVENTS"	"12217"	"4"	"0x8000400000008020"	"-9223372036854775808, 70368744177664, 32768, 32, "	", HighLevelTriage, ProfileManagement, LwtDiagnostic, "	", , , , "
"Microsoft-Windows-WWAN-SVC-EVENTS"	"2108"	"5"	"0x8000400800001020"	"-9223372036854775808, 70368744177664, 34359738368, 4096, 32, "	", HighLevelTriage, ut:L2ConnectPath, InterfaceEnum, LwtDiagnostic, "	", , , , , "
"Microsoft-Windows-WWAN-SVC-EVENTS"	"2106"	"4"	"0x8000401000000020"	"-9223372036854775808, 70368744177664, 68719476736, 32, "	", HighLevelTriage, ut:ClosePath, LwtDiagnostic, "	", , , , "
"Microsoft-Windows-Kernel-Boot"	"124"	"3"	"0x8000480000000000"	"-9223372036854775808, 70368744177664, 8796093022208, "	", ms:Measures, LOG_TO_BOOTSTAT, "	", , , "
"Microsoft-Windows-WWAN-SVC-EVENTS"	"1010"	"3"	"0x8000800000000020"	"-9223372036854775808, 140737488355328, 32, "	", WilFallbackError, LwtDiagnostic, "	", , , "
"Microsoft-Windows-Ncasvc"	"10004"	"2"	"0x8001000000000000"	"-9223372036854775808, 281474976710656, "	", win:ResponseTime, "	", Response Time, "
"Microsoft-Windows-NlaSvc"	"6104"	"3"	"0x8001000000000001"	"-9223372036854775808, 281474976710656, 1, "	", win:ResponseTime, Identification, "	", Response Time, , "
"Microsoft-Windows-Immersive-Shell"	"2468"	"3"	"0x8001000000000002"	"-9223372036854775808, 281474976710656, 2, "	", win:ResponseTime, PLMComponent, "	", Response Time, Process Lifetime Manager, "
"Microsoft-Windows-HotspotAuth"	"2005"	"3"	"0x8001000000000010"	"-9223372036854775808, 281474976710656, 16, "	", win:ResponseTime, ut:WISPrDetection, "	", Response Time, , "
"Microsoft-Windows-WinHttp"	"827"	"3"	"0x8001000000000020"	"-9223372036854775808, 281474976710656, 32, "	", win:ResponseTime, WINHTTP_KEYWORD_AUTOPROXY, "	", Response Time, Flagged on all WinHTTP events dealing with AUTOPROXY, "
"Microsoft-Windows-NlaSvc"	"4402"	"4"	"0x8001000000000021"	"-9223372036854775808, 281474976710656, 32, 1, "	", win:ResponseTime, LwtDiagnostic, Identification, "	", Response Time, , , "
"Microsoft-Windows-NlaSvc"	"4261"	"4"	"0x8001000000000028"	"-9223372036854775808, 281474976710656, 32, 8, "	", win:ResponseTime, LwtDiagnostic, Trigger, "	", Response Time, , , "
"Microsoft-Windows-WLAN-AutoConfig"	"8005"	"3"	"0x8001000000000080"	"-9223372036854775808, 281474976710656, 128, "	", win:ResponseTime, SOFTAP, "	", Response Time, , "
"Microsoft-Windows-PDFReader"	"71"	"3"	"0x8001000000010000"	"-9223372036854775808, 281474976710656, 65536, "	", win:ResponseTime, Reader, "	", Response Time, , "
"Microsoft-Windows-Winlogon"	"5007"	"3"	"0x8001000000020000"	"-9223372036854775808, 281474976710656, 131072, "	", win:ResponseTime, PerfDiagnostics, "	", Response Time, , "
"Microsoft-Windows-Win32k"	"172"	"3"	"0x8001000000040000"	"-9223372036854775808, 281474976710656, 262144, "	", win:ResponseTime, UIUnresponsiveness, "	", Response Time, , "
"Microsoft-Windows-Shell-Core"	"19602"	"4"	"0x8001000002010000"	"-9223372036854775808, 281474976710656, 33554432, 65536, "	", win:ResponseTime, WDI, Shell, "	", Response Time, , , "
"Microsoft-Windows-Win32k"	"206"	"4"	"0x8001000008040000"	"-9223372036854775808, 281474976710656, 134217728, 262144, "	", win:ResponseTime, AutoRotation, UIUnresponsiveness, "	", Response Time, , , "
"Microsoft-Windows-Shell-Core"	"27230"	"5"	"0x8001000202010000"	"-9223372036854775808, 281474976710656, 8589934592, 33554432, 65536, "	", win:ResponseTime, LogonPerformance, WDI, Shell, "	", Response Time, , , , "
"Microsoft-Windows-NCSI"	"4027"	"3"	"0x8001000400000000"	"-9223372036854775808, 281474976710656, 17179869184, "	", win:ResponseTime, ut:L3ConnectPath, "	", Response Time, , "
"Microsoft-Windows-OneX"	"44"	"4"	"0x8001002000000040"	"-9223372036854775808, 281474976710656, 137438953472, 64, "	", win:ResponseTime, ut:Authentication, Supplicant, "	", Response Time, , Supplicant, "
"Microsoft-Windows-WLAN-AutoConfig"	"20019"	"5"	"0x8001002000000180"	"-9223372036854775808, 281474976710656, 137438953472, 256, 128, "	", win:ResponseTime, ut:Authentication, MSAM, SOFTAP, "	", Response Time, , , , "
"Microsoft-Windows-NetworkProvisioning"	"1001"	"4"	"0x8001004000000001"	"-9223372036854775808, 281474976710656, 274877906944, 1, "	", win:ResponseTime, ut:Configuration, XmlValidation, "	", Response Time, , , "
"Microsoft-Windows-NetworkProvisioning"	"2001"	"4"	"0x8001004000000002"	"-9223372036854775808, 281474976710656, 274877906944, 2, "	", win:ResponseTime, ut:Configuration, XmlProcessing, "	", Response Time, , , "
"Microsoft-Windows-WWAN-SVC-EVENTS"	"6100"	"3"	"0x8001200000000000"	"-9223372036854775808, 281474976710656, 35184372088832, "	", win:ResponseTime, ut:StateTransition, "	", Response Time, , "
"Microsoft-Windows-Immersive-Shell"	"2463"	"4"	"0x8001200000000002"	"-9223372036854775808, 281474976710656, 35184372088832, 2, "	", win:ResponseTime, ms:Telemetry, PLMComponent, "	", Response Time, , Process Lifetime Manager, "
"Microsoft-Windows-Winlogon"	"6108"	"4"	"0x8001200000020000"	"-9223372036854775808, 281474976710656, 35184372088832, 131072, "	", win:ResponseTime, ms:Telemetry, PerfDiagnostics, "	", Response Time, , , "
"Microsoft-Windows-WindowsUIImmersive"	"8711"	"3"	"0x8001400000000000"	"-9223372036854775808, 281474976710656, 70368744177664, "	", win:ResponseTime, ms:Measures, "	", Response Time, , "
"Microsoft-Windows-Winlogon"	"6113"	"4"	"0x8001400000020000"	"-9223372036854775808, 281474976710656, 70368744177664, 131072, "	", win:ResponseTime, ms:Measures, PerfDiagnostics, "	", Response Time, , , "
"Microsoft-Windows-PrintService"	"99"	"3"	"0x8004000000020000"	"-9223372036854775808, 1125899906842624, 131072, "	", win:WDIDiag, SPOOLER_KEYWORD, "	", WDI Diag, Print Spooler, "
"Microsoft-Windows-Shell-Core"	"18817"	"2"	"0x8008000000000000"	"-9223372036854775808, 2251799813685248, "	", win:SQM, "	", SQM, "
"Microsoft-Windows-Shell-Core"	"22015"	"3"	"0x8008000000010000"	"-9223372036854775808, 2251799813685248, 65536, "	", win:SQM, Shell, "	", SQM, , "
"Microsoft-Windows-Shell-Core"	"9717"	"4"	"0x8008000004010000"	"-9223372036854775808, 2251799813685248, 67108864, 65536, "	", win:SQM, StartupPerf, Shell, "	", SQM, , , "
"Microsoft-Windows-Shell-Core"	"9517"	"4"	"0x8008000100010000"	"-9223372036854775808, 2251799813685248, 4294967296, 65536, "	", win:SQM, ExplorerPerf, Shell, "	", SQM, , , "
"Microsoft-Windows-Security-UserConsentVerifier"	"101"	"5"	"0x8010000000000007"	"-9223372036854775808, 4503599627370496, 4, 2, 1, "	", win:AuditFailure, Fingerprint, Biometrics, UCV, "	", Audit Failure, Fingerprint, Biometrics, User Consent Verification, "
"Microsoft-Windows-Security-UserConsentVerifier"	"100"	"5"	"0x8020000000000007"	"-9223372036854775808, 9007199254740992, 4, 2, 1, "	", win:AuditSuccess, Fingerprint, Biometrics, UCV, "	", Audit Success, Fingerprint, Biometrics, User Consent Verification, "
